"rootgene1" "rootgene2" "rootgene3" "rootgene4" "rootgene5" "rootgene6" "rootgene7" "rootgene8" "rootcellcount" "offsgene1" "offsgene2" "offsgene3" "offsgene4" "offsgene5" "offsgene6" "offsgene7" "offsgene8" "offscellcount" "changeprobe1" "changeprobe2" "changeprobe3" "changeprobe4" "changeprobe5" "changeprobe6" "changeprobe7" "changeprobe8" "changeprobenumber" "TotalPrize"
3 3 4 2 2 2 2 2 2 3 4 4 2 2 2 2 2 1 0 1 0 0 0 0 0 0 1 0.0213680715571318
3 3 4 3 1 2 2 2 1 3 2 4 3 1 2 2 2 1 0 1 0 0 0 0 0 0 1 0.0189728499144105
3 3 4 3 1 2 4 2 1 4 4 4 2 1 2 3 2 1 1 1 0 1 0 0 1 0 4 0.000159155631945231
3 4 4 2 2 2 2 2 1 3 4 4 2 3 2 2 2 3 0 0 0 0 1 0 0 0 1 0.00419441898787899
4 4 4 2 1 2 3 2 1 6 6 8 3 2 6 6 2 1 1 1 1 1 1 1 1 0 7 6.69003192e-13
6 6 8 3 2 6 6 2 1 10 6 9 8 6 7 7 7 1 1 0 1 1 1 1 1 1 7 5.8968e-13
2 2 2 2 2 2 2 2 0 1 1 1 2 1 2 2 3 1 1 1 1 0 1 0 0 1 5 4.229350233436e-07
2 2 2 2 2 2 2 2 0 1 2 2 2 2 2 2 2 1 1 0 0 0 0 0 0 0 1 0.0105929230275348
2 2 2 2 2 2 2 2 0 2 1 2 2 2 2 2 2 3 0 1 0 0 0 0 0 0 1 0.0312671435204717
2 2 2 2 2 2 2 2 0 2 2 1 2 2 2 2 2 4 0 0 1 0 0 0 0 0 1 0.00933336426430761
2 2 2 2 2 2 2 2 0 2 2 2 1 2 2 2 2 2 0 0 0 1 0 0 0 0 1 0.00954435471884746
2 2 2 2 2 2 2 2 0 2 2 2 2 1 2 2 2 7 0 0 0 0 1 0 0 0 1 0.0473047714083188
2 2 2 2 2 2 2 2 0 2 2 2 2 2 1 2 2 6 0 0 0 0 0 1 0 0 1 0.0358984945169408
2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 1 2 2 0 0 0 0 0 0 1 0 1 0.0240759811166037
2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 1 1 0 0 0 0 0 0 0 1 1 0.0103422220559334
2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 3 4 0 0 0 0 0 0 0 1 1 0.0126404936239186
2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 3 2 2 0 0 0 0 0 0 1 0 1 0.0200633175971698
2 2 2 2 2 2 2 2 0 2 2 2 3 2 2 2 2 5 0 0 0 1 0 0 0 0 1 0.0159072578647458
2 2 2 2 2 2 2 2 0 3 2 2 2 2 2 2 2 7 1 0 0 0 0 0 0 0 1 0.0478286524576572
1 1 1 2 1 2 2 3 1 2 1 2 2 1 1 1 1 1 1 0 1 0 0 1 1 1 5 4.70333405889458e-05
1 2 2 2 1 2 2 1 1 2 0 2 2 2 2 1 1 1 1 1 0 0 1 0 1 0 4 1.37384393285588e-05
1 2 2 2 1 2 2 1 1 2 1 2 1 1 2 2 2 1 1 1 0 1 0 0 0 1 4 0.000223399698096863
1 2 2 2 2 2 2 1 1 1 2 2 2 1 2 2 1 1 0 0 0 0 1 0 0 0 1 0.0131803005530163
1 2 2 2 2 2 2 2 1 1 2 1 2 2 2 2 2 1 0 0 1 0 0 0 0 0 1 0.00530172377061169
1 2 2 2 2 2 2 2 1 1 2 2 2 2 2 2 1 1 0 0 0 0 0 0 0 1 1 0.00587479530018691
1 2 2 2 2 2 2 2 1 1 2 2 2 2 2 2 3 1 0 0 0 0 0 0 0 1 1 0.00718030536689511
2 1 2 2 1 1 1 1 1 3 1 0 0 1 2 2 2 1 1 0 1 1 0 1 1 1 6 1.06412080226443e-08
2 1 2 2 1 1 1 1 1 3 2 1 2 1 1 3 2 1 1 1 1 0 0 0 1 1 5 5.58871307084442e-06
2 1 2 2 1 1 2 2 1 2 1 2 2 1 2 2 1 1 0 0 0 0 0 1 0 1 2 0.00161052552501398
2 1 2 2 2 1 2 2 1 2 1 2 2 1 1 2 2 1 0 0 0 0 1 0 0 0 1 0.0445354749421185
2 1 2 2 2 2 2 2 3 2 1 2 2 2 1 2 2 1 0 0 0 0 0 1 0 0 1 0.0342879363213756
2 1 2 2 2 2 2 2 3 2 1 2 2 2 2 0 2 1 0 0 0 0 0 0 1 0 1 0.00117927337652241
2 2 1 2 2 2 2 2 4 2 2 0 2 2 2 2 2 1 0 0 1 0 0 0 0 0 1 0.05298942291994
2 2 1 2 2 2 2 2 4 2 2 1 2 2 2 2 1 1 0 0 0 0 0 0 0 1 1 0.00284592761492313
2 2 2 1 1 1 3 2 1 2 2 2 3 2 1 2 4 1 0 0 0 1 1 0 1 1 4 7.02512478274693e-06
2 2 2 1 2 2 2 2 2 2 2 2 1 2 1 2 2 1 0 0 0 0 0 1 0 0 1 0.0197058102635176
2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 2 0 1 0 0 0 0 0 0 0 1 1 0.000788495869781202
2 2 2 2 1 1 2 2 8 1 2 2 2 1 1 2 2 1 1 0 0 0 0 0 0 0 1 0.0108071349717503
2 2 2 2 1 1 3 2 1 2 2 2 1 1 1 3 2 1 0 0 0 1 0 0 0 0 1 0.00893078609961719
2 2 2 2 1 2 2 2 7 2 2 2 2 0 2 2 2 2 0 0 0 0 1 0 0 0 1 0.0196298711286221
2 2 2 2 1 2 2 2 7 2 2 2 2 1 1 2 2 8 0 0 0 0 0 1 0 0 1 0.0371565143498248
2 2 2 2 1 2 2 2 7 2 2 2 2 1 2 3 2 1 0 0 0 0 0 0 1 0 1 0.0207664125818015
2 2 2 2 1 2 2 2 7 2 2 2 3 1 2 2 2 1 0 0 0 1 0 0 0 0 1 0.0164647087035604
2 2 2 2 1 2 2 2 7 3 2 2 2 1 2 2 2 24 1 0 0 0 0 0 0 0 1 0.0495047504161233
2 2 2 2 1 2 3 2 1 2 1 2 2 1 2 3 2 1 0 1 0 0 0 0 0 0 1 0.029682145833932
2 2 2 2 1 3 3 2 1 3 2 2 2 1 3 3 2 2 1 0 0 0 0 0 0 0 1 0.0341343599066669
2 2 2 2 2 1 2 2 6 2 2 2 2 2 1 1 2 1 0 0 0 0 0 0 1 0 1 0.02373121766386
2 2 2 2 2 1 2 2 6 2 2 2 2 2 1 2 0 1 0 0 0 0 0 0 0 1 1 0.00141585047371404
2 2 2 2 2 1 2 2 6 2 2 2 2 2 1 3 2 1 0 0 0 0 0 0 1 0 1 0.0197760147198833
2 2 2 2 2 1 3 2 1 2 2 2 2 1 1 3 2 1 0 0 0 0 1 0 0 0 1 0.0427650844548119
2 2 2 2 2 2 1 2 2 2 2 2 3 2 2 1 2 1 0 0 0 1 0 0 0 0 1 0.0144368390705256
2 2 2 2 2 2 2 1 1 2 2 2 2 2 2 3 1 1 0 0 0 0 0 0 1 0 1 0.00984111332419836
2 2 2 2 2 2 2 3 4 2 2 2 4 2 2 2 3 1 0 0 0 1 0 0 0 0 1 0.00243141103452203
2 2 2 2 2 2 3 2 2 2 2 2 2 2 3 3 2 1 0 0 0 0 0 1 0 0 1 0.00928651300275096
2 2 2 2 2 3 3 2 1 2 2 2 2 1 3 3 2 1 0 0 0 0 1 0 0 0 1 0.032617437296043
2 2 2 3 1 2 1 2 1 3 2 2 3 1 2 1 2 1 1 0 0 0 0 0 0 0 1 0.0301209155295349
2 2 2 3 1 2 2 2 1 2 2 2 3 1 2 1 2 1 0 0 0 0 0 0 1 0 1 0.0167065672424122
2 2 2 3 1 2 2 2 1 3 2 2 3 1 2 2 2 3 1 0 0 0 0 0 0 0 1 0.0331887865556912
2 2 2 3 2 2 1 2 1 3 2 2 3 2 2 1 2 1 1 0 0 0 0 0 0 0 1 0.0291011021863342
2 2 2 3 2 2 2 2 5 3 2 2 3 2 2 2 2 1 1 0 0 0 0 0 0 0 1 0.0320651033349423
2 2 2 4 2 2 2 3 1 2 2 2 4 2 2 2 4 1 0 0 0 0 0 0 0 1 1 0.0891371960004499
3 1 0 0 1 2 2 2 1 3 2 2 3 1 4 4 2 1 0 1 1 1 0 1 1 0 5 1.21639526136576e-06
3 1 2 2 1 1 2 2 2 3 1 2 2 1 2 2 2 5 0 0 0 0 0 1 0 0 1 0.0323914684244384
3 1 2 2 1 2 2 2 5 3 1 1 2 1 2 2 2 1 0 0 1 0 0 0 0 0 1 0.00746456573992319
3 2 1 2 1 2 2 2 1 3 2 0 2 1 2 2 2 1 0 0 1 0 0 0 0 0 1 0.0443701002425069
3 2 1 2 1 2 2 2 1 4 2 1 2 1 2 2 2 1 1 0 0 0 0 0 0 0 1 0.0299877887090736
3 2 2 2 1 1 1 2 1 3 2 2 2 1 2 1 2 2 0 0 0 0 0 1 0 0 1 0.0307781363608348
3 2 2 2 1 1 2 1 1 3 2 2 2 1 2 2 1 1 0 0 0 0 0 1 0 0 1 0.0166343950095838
3 2 2 2 1 1 2 2 12 3 1 2 2 1 1 2 2 2 0 1 0 0 0 0 0 0 1 0.0258062830150801
3 2 2 2 1 1 2 2 12 3 2 2 2 0 1 2 2 1 0 0 0 0 1 0 0 0 1 0.015652941671736
3 2 2 2 1 1 2 2 12 3 2 2 2 1 1 1 2 1 0 0 0 0 0 0 1 0 1 0.0198710695191585
3 2 2 2 1 1 2 2 12 3 2 2 2 1 1 2 1 1 0 0 0 0 0 0 0 1 1 0.00853593514884007
3 2 2 2 1 1 2 2 12 3 2 2 2 1 1 2 3 2 0 0 0 0 0 0 0 1 1 0.0104328096263601
3 2 2 2 1 1 2 2 12 3 2 2 3 1 1 2 2 1 0 0 0 1 0 0 0 0 1 0.0131290278621939
3 2 2 2 1 1 2 2 12 3 2 3 2 1 1 2 2 2 0 0 1 0 0 0 0 0 1 0.0203764077730085
3 2 2 2 1 1 2 3 2 3 2 2 2 1 2 2 4 1 0 0 0 0 0 1 0 1 2 0.013451503937135
3 2 2 2 1 2 2 2 24 3 2 1 2 1 2 2 2 1 0 0 1 0 0 0 0 0 1 0.0078151881108961
3 2 2 2 1 2 2 2 24 3 2 2 1 1 2 2 2 1 0 0 0 1 0 0 0 0 1 0.007991858606672
3 2 2 2 1 2 2 2 24 3 2 2 2 1 1 2 2 12 0 0 0 0 0 1 0 0 1 0.030059202620083
3 2 2 2 1 2 2 2 24 3 2 3 2 1 2 2 2 1 0 0 1 0 0 0 0 0 1 0.0206724330675316
3 2 2 3 1 1 2 2 1 3 2 2 3 1 1 2 4 1 0 0 0 0 0 0 0 1 1 0.00270235267241743
3 2 2 3 1 1 2 4 1 4 2 2 3 1 1 3 2 1 1 0 0 0 0 0 1 1 3 0.00038927094329107
3 2 2 3 1 2 2 2 3 3 2 2 3 1 2 2 3 1 0 0 0 0 0 0 0 1 1 0.00709593702730207
3 2 2 3 1 2 2 2 3 3 2 2 4 1 2 2 2 3 0 0 0 1 0 0 0 0 1 0.0612709159844854
3 2 2 3 1 2 2 3 1 3 2 2 3 1 2 3 3 1 0 0 0 0 0 0 1 0 1 0.00526019341459667
3 2 2 3 1 4 4 2 1 4 2 4 2 1 3 3 2 1 1 0 1 1 0 1 1 0 5 6.69810551287125e-06
3 2 2 3 2 2 2 2 1 3 2 3 3 2 2 2 2 1 0 0 1 0 0 0 0 0 1 0.0133899009069479
3 2 3 2 1 2 2 2 1 3 2 3 2 0 2 2 2 1 0 0 0 0 1 0 0 0 1 0.0151923208598014
4 2 4 2 1 3 3 2 1 4 2 4 4 2 3 4 4 1 0 0 0 1 1 0 1 1 4 1.33571897637249e-06
4 2 4 4 2 3 4 4 1 7 2 4 5 2 2 4 3 1 1 0 0 1 0 1 0 1 4 1.69783836215314e-06
2 2 2 2 2 2 2 2 18 1 1 4 2 0 1 1 2 1 1 1 1 0 1 1 1 0 6 2.56678660726488e-09
2 2 2 2 2 2 2 2 18 1 2 1 2 2 1 2 2 1 1 0 1 0 0 1 0 0 3 5.36860538653826e-05
2 2 2 2 2 2 2 2 18 1 2 2 2 2 2 2 2 1 1 0 0 0 0 0 0 0 1 0.0105929230275348
2 2 2 2 2 2 2 2 18 2 1 2 2 2 2 2 2 1 0 1 0 0 0 0 0 0 1 0.0312671435204717
2 2 2 2 2 2 2 2 18 2 2 2 2 1 2 2 2 3 0 0 0 0 1 0 0 0 1 0.0473047714083188
2 2 2 2 2 2 2 2 18 2 2 2 2 2 2 2 1 1 0 0 0 0 0 0 0 1 1 0.0103422220559334
2 2 2 2 2 2 2 2 18 2 2 2 2 4 2 2 2 1 0 0 0 0 1 0 0 0 1 0.00450521632460179
1 1 4 2 0 1 1 2 1 2 0 11 2 0 1 2 2 1 1 1 1 0 0 0 1 0 4 1.83098486905507e-06
1 1 4 2 0 1 1 2 1 2 2 10 2 0 1 3 3 1 1 1 1 0 0 0 1 1 5 8.697091651248e-08
1 1 4 2 0 1 1 2 1 4 2 6 4 1 2 2 4 1 1 1 1 1 1 1 1 1 8 4.352878455552e-10
1 2 10 4 2 1 3 4 1 2 1 10 4 0 0 3 4 1 1 1 0 0 1 1 0 0 4 1.99320365165496e-06
2 0 11 2 0 1 2 2 1 2 1 10 3 2 0 4 2 1 0 1 1 1 1 1 1 0 6 3.72292255901373e-07
2 1 2 2 2 1 0 2 1 2 2 2 2 2 4 4 2 1 0 1 0 0 0 1 1 0 3 0.00020699931823986
2 1 2 2 2 1 2 2 1 2 1 2 2 2 1 0 2 1 0 0 0 0 0 0 1 0 1 0.00116238640693021
2 1 2 2 2 2 2 1 1 2 2 1 2 2 2 1 2 1 0 1 1 0 0 0 1 1 4 4.59396730739634e-05
2 1 2 2 2 2 2 2 1 2 1 2 2 2 1 2 2 1 0 0 0 0 0 1 0 0 1 0.0342879363213756
2 1 2 2 2 2 2 2 1 2 1 2 2 2 2 2 1 1 0 0 0 0 0 0 0 1 1 0.00987822626121623
2 1 10 3 2 0 4 2 1 2 2 10 3 1 2 4 4 1 0 1 0 0 1 1 0 1 4 3.28232258786397e-05
2 2 1 2 2 2 1 2 1 2 2 2 1 2 2 1 2 1 0 0 1 1 0 0 0 0 2 0.00536563550466606
2 2 2 1 2 2 1 2 1 2 2 2 2 2 1 1 2 1 0 0 0 1 0 1 0 0 2 0.0134131985827304
2 2 2 2 4 2 2 2 1 2 2 2 3 2 2 2 3 1 0 0 0 1 1 0 0 1 3 0.000139963315156488
2 2 2 2 4 2 2 2 1 2 4 2 2 4 2 2 2 1 0 1 0 0 0 0 0 0 1 0.00164623902298023
2 2 10 2 0 1 3 3 1 4 2 8 2 2 1 4 4 1 1 0 1 0 1 0 1 1 5 2.67009530202045e-06
2 2 10 3 1 2 4 4 1 4 2 10 4 2 2 3 3 1 1 0 0 1 1 0 1 1 5 1.7158524518765e-06
3 2 10 2 2 1 5 4 1 4 2 10 2 2 1 5 4 1 1 0 0 0 0 0 0 0 1 0.0910135061897161
3 2 10 4 2 1 3 4 1 1 2 10 4 2 1 3 4 1 1 0 0 0 0 0 0 0 1 0.00180893725203322
3 2 10 4 2 1 5 4 2 3 2 10 2 2 1 5 4 1 0 0 0 1 0 0 0 0 1 0.011730951523479
3 2 10 4 2 1 5 4 2 4 0 10 2 2 0 4 3 1 1 1 0 1 0 1 1 1 6 3.91265803033683e-08
4 0 10 2 2 0 4 3 1 4 2 9 4 1 3 4 4 1 0 1 1 1 1 1 0 1 6 3.04483652832799e-07
4 2 6 4 1 2 2 4 1 4 2 7 2 2 1 5 2 1 0 0 1 1 1 1 1 1 6 6.00233689841386e-09
4 2 9 4 1 3 4 4 1 4 2 10 4 1 2 4 4 1 0 0 1 0 0 1 0 0 2 0.00294819251192427
4 2 10 2 2 1 5 4 1 4 2 10 3 2 2 5 4 1 0 0 0 1 0 1 0 0 2 0.00228798337639496
4 2 10 4 1 2 4 4 1 5 2 10 4 1 2 4 4 1 1 0 0 0 0 0 0 0 1 0.0286385789999649
4 2 10 4 2 1 3 3 1 4 2 10 4 2 1 4 3 3 0 0 0 0 0 0 1 0 1 0.0181185144500207
4 2 10 4 2 1 3 4 2 3 2 10 4 2 1 3 4 1 1 0 0 0 0 0 0 0 1 0.0062020705783996
4 2 10 4 2 1 3 4 2 4 2 10 3 2 1 3 4 1 0 0 0 1 0 0 0 0 1 0.0174747529134637
4 2 10 4 2 1 3 4 2 4 2 10 4 2 1 2 4 1 0 0 0 0 0 0 1 0 1 0.0251066148970489
4 2 10 4 2 1 4 3 3 4 2 10 4 2 1 4 4 6 0 0 0 0 0 0 0 1 1 0.0909613605033984
4 2 10 4 2 1 4 3 3 4 2 10 4 2 1 5 3 1 0 0 0 0 0 0 1 0 1 0.00862090606896147
4 2 10 4 2 1 4 4 6 4 2 10 4 2 0 4 4 1 0 0 0 0 0 1 0 0 1 0.00575771173585096
4 2 10 4 2 1 4 4 6 4 2 10 4 2 1 3 4 2 0 0 0 0 0 0 1 0 1 0.0265170988800292
4 2 10 4 2 1 5 3 1 4 2 10 4 2 1 5 4 12 0 0 0 0 0 0 0 1 1 0.0889758464951386
4 2 10 4 2 1 5 3 1 4 2 10 4 3 1 5 3 1 0 0 0 0 1 0 0 0 1 0.00445812452322061
4 2 10 4 2 1 5 4 12 3 2 10 4 2 1 5 4 2 1 0 0 0 0 0 0 0 1 0.00582052958732004
4 2 10 4 2 1 5 4 12 4 1 10 4 2 1 5 4 1 0 1 0 0 0 0 0 0 1 0.0245963760630641
4 2 10 4 2 1 5 4 12 4 2 10 4 1 1 5 4 1 0 0 0 0 1 0 0 0 1 0.0372124158503475
4 2 10 4 2 1 5 4 12 4 2 10 4 4 1 5 4 2 0 0 0 0 1 0 0 0 1 0.003544039604795
4 2 10 4 2 1 5 4 12 4 3 10 4 2 1 5 4 1 0 1 0 0 0 0 0 0 1 0.00692519326047435
4 2 10 4 2 2 3 3 1 4 2 10 4 2 1 3 3 1 0 0 0 0 0 1 0 0 1 0.0158124831060928
4 2 10 4 2 2 3 3 1 4 2 10 4 2 2 3 4 1 0 0 0 0 0 0 0 1 1 0.0961856540962573
4 2 10 4 2 2 3 4 1 5 2 10 3 1 2 2 4 1 1 0 0 1 1 0 1 0 4 5.01151290497113e-05
4 2 10 4 3 1 5 3 1 5 1 10 4 2 1 3 4 1 1 1 0 0 1 0 1 1 5 6.85045371257362e-06
4 2 10 4 4 1 5 4 2 5 3 10 3 4 1 5 4 1 1 1 0 1 0 0 0 0 3 5.7374898808434e-05
5 2 10 3 1 2 2 4 1 5 2 10 3 2 2 4 3 1 0 0 0 0 1 0 1 1 3 2.2262194542198e-05
5 2 10 4 1 2 4 4 1 5 2 10 4 2 2 4 4 1 0 0 0 0 1 0 0 0 1 0.0141184385227154
5 2 10 4 2 2 4 4 1 3 2 10 4 2 2 4 4 1 1 0 0 0 0 0 0 0 1 0.00779761419424128
5 2 10 4 2 2 4 4 1 5 3 10 5 2 2 8 5 1 0 1 0 1 0 0 1 1 4 3.55552663266588e-07
5 2 10 4 2 2 4 4 1 6 2 10 4 2 2 4 4 1 1 0 0 0 0 0 0 0 1 0.117970356680618
2 2 2 2 2 2 2 2 1 2 0 1 2 1 1 1 2 1 0 1 1 0 1 1 1 0 5 3.71060598785271e-07
2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 1 2 1 0 0 0 0 0 0 1 0 1 0.0240759811166037
2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 1 0 0 0 0 0 0 0 1 1 0.0103422220559334
2 2 2 2 2 2 2 2 1 2 2 2 2 2 3 2 2 1 0 0 0 0 0 1 0 0 1 0.0101252164022141
2 2 2 2 2 2 2 2 1 2 3 2 2 2 2 2 2 2 0 1 0 0 0 0 0 0 1 0.00880337050576388
2 2 2 2 2 2 2 2 1 3 2 2 2 2 2 2 2 1 1 0 0 0 0 0 0 0 1 0.0478286524576572
2 2 2 2 1 1 2 2 1 2 2 0 2 1 1 2 2 1 0 0 1 0 0 0 0 0 1 0.00122865873428032
2 3 2 2 1 2 2 2 1 2 3 3 2 1 2 2 2 2 0 0 1 0 0 0 0 0 1 0.023381232304096
2 3 2 2 1 2 2 2 1 3 3 2 2 1 2 2 2 1 1 0 0 0 0 0 0 0 1 0.045296554394918
2 3 2 2 2 2 2 2 2 2 3 2 2 1 2 2 2 1 0 0 0 0 1 0 0 0 1 0.043283586589666
2 3 3 2 1 2 2 2 2 2 3 3 2 1 2 3 2 1 0 0 0 0 0 0 1 0 1 0.0181779103081577
2 3 3 2 1 2 2 2 2 3 3 3 2 1 2 2 2 3 1 0 0 0 0 0 0 0 1 0.0433340573075503
2 3 3 2 1 2 3 2 1 2 3 3 2 1 2 6 2 1 0 0 0 0 0 0 1 0 1 0.00167796095152225
3 2 2 2 1 1 2 2 1 2 2 2 2 1 1 2 2 1 1 0 0 0 0 0 0 0 1 0.00229242256976522
3 2 2 2 1 2 2 2 3 3 2 1 2 1 2 2 2 1 0 0 1 0 0 0 0 0 1 0.0078151881108961
3 2 2 2 1 2 2 2 3 3 2 2 2 1 1 2 2 1 0 0 0 0 0 1 0 0 1 0.030059202620083
3 2 2 2 1 2 2 2 3 3 2 2 2 1 2 1 2 1 0 0 0 0 0 0 1 0 1 0.0201597533378388
3 2 2 2 2 2 2 2 1 3 2 2 2 1 2 2 2 3 0 0 0 0 1 0 0 0 1 0.0382690285550444
3 2 2 2 2 2 2 2 1 3 2 4 2 2 2 2 2 1 0 0 1 0 0 0 0 0 1 0.00633275023660161
3 2 2 2 2 2 2 2 1 4 2 2 2 2 2 2 2 1 1 0 0 0 0 0 0 0 1 0.105287234940346
3 2 3 2 1 2 2 2 1 3 2 3 2 1 1 2 2 1 0 0 0 0 0 1 0 0 1 0.0287568718274096
3 3 2 2 1 2 2 2 1 3 3 2 2 1 2 0 2 1 0 0 0 0 0 0 1 0 1 0.000945951553708416
3 3 2 2 1 2 2 2 1 4 3 2 2 1 2 2 2 8 1 0 0 0 0 0 0 0 1 0.0997132204129739
3 3 3 2 1 2 2 2 3 3 2 3 2 1 2 2 2 1 0 1 0 0 0 0 0 0 1 0.0289376560043284
3 3 3 2 1 2 2 2 3 3 3 3 2 2 2 2 2 2 0 0 0 0 1 0 0 0 1 0.0225604509255088
3 3 3 2 1 2 2 2 3 3 4 3 2 1 2 2 2 1 0 1 0 0 0 0 0 0 1 0.0226151429277524
3 3 3 2 1 2 2 2 3 4 3 3 2 1 2 2 2 14 1 0 0 0 0 0 0 0 1 0.0953930925964867
3 3 3 2 2 2 2 2 2 3 3 3 2 2 1 2 2 1 0 0 0 0 0 1 0 0 1 0.0254215018185355
3 3 3 2 2 2 2 2 2 4 3 3 2 2 2 2 2 1 1 0 0 0 0 0 0 0 1 0.0921633385545259
4 2 2 2 1 1 2 2 3 4 2 2 1 1 1 2 2 1 0 0 0 1 0 0 0 0 1 0.0101385270713608
4 2 2 2 1 1 2 2 3 4 2 2 2 1 0 2 2 1 0 0 0 0 0 1 0 0 1 0.00760519711747431
4 2 2 2 1 2 2 2 11 4 2 2 2 1 1 2 2 3 0 0 0 0 0 1 0 0 1 0.0386873070758476
4 2 2 2 1 2 2 2 11 4 2 3 2 1 2 2 2 4 0 0 1 0 0 0 0 0 1 0.0266061870035823
4 2 2 2 1 2 2 2 11 5 2 2 2 1 2 2 2 1 1 0 0 0 0 0 0 0 1 0.0365471311796883
4 2 2 2 2 2 2 2 1 4 2 1 2 2 2 2 2 1 0 0 1 0 0 0 0 0 1 0.00971788488942889
4 2 2 2 2 2 2 2 1 4 2 2 2 1 2 2 2 11 0 0 0 0 1 0 0 0 1 0.0492536571217701
4 2 3 2 1 1 1 2 2 4 2 4 2 1 1 2 2 1 0 0 1 0 0 0 1 0 2 0.00625202790607004
4 2 4 2 1 1 2 2 1 4 2 4 3 2 3 2 2 1 0 0 0 1 1 1 0 0 3 2.74943468508693e-05
4 3 2 2 1 1 2 2 3 4 3 3 2 1 1 2 2 10 0 0 1 0 0 0 0 0 1 0.0239958953971243
4 3 2 2 1 2 2 1 1 4 3 3 2 1 2 2 1 2 0 0 1 0 0 0 0 0 1 0.0119410472364425
4 3 2 2 1 2 2 2 8 4 3 2 2 1 1 2 2 3 0 0 0 0 0 1 0 0 1 0.0353986575959644
4 3 2 2 1 2 2 2 8 4 3 2 2 1 2 2 1 1 0 0 0 0 0 0 0 1 1 0.0101982209077501
4 3 2 2 1 2 2 2 8 4 3 2 2 1 2 3 2 1 0 0 0 0 0 0 1 0 1 0.0197839636290637
4 3 2 2 1 2 2 2 8 4 3 2 2 1 3 2 2 1 0 0 0 0 0 1 0 0 1 0.00998423675783612
4 3 2 2 1 3 2 2 1 4 3 3 2 1 3 2 2 1 0 0 1 0 0 0 0 0 1 0.0183019541164507
4 3 3 2 1 2 2 1 2 4 3 3 1 1 2 2 1 1 0 0 0 1 0 0 0 0 1 0.00441634303467485
4 3 3 2 1 2 2 2 14 4 3 4 2 1 2 2 2 4 0 0 1 0 0 0 0 0 1 0.0350323350919689
4 3 3 2 1 2 2 2 14 5 3 3 2 1 2 2 2 1 1 0 0 0 0 0 0 0 1 0.0319915859317486
4 3 3 2 2 2 2 2 1 4 3 4 2 2 2 2 2 1 0 0 1 0 0 0 0 0 1 0.0338462342666059
4 3 4 2 1 1 4 2 1 4 2 3 2 1 1 1 2 2 0 1 1 0 0 0 1 0 3 3.62487168862931e-05
4 3 4 2 1 2 2 2 4 4 3 4 2 1 2 3 2 1 0 0 0 0 0 0 1 0 1 0.018509820772391
4 3 4 2 1 2 3 2 1 4 3 4 2 1 1 4 2 1 0 0 0 0 0 1 1 0 2 0.00493006204820725
4 3 4 2 1 2 3 2 1 4 3 5 2 1 2 3 2 1 0 0 1 0 0 0 0 0 1 0.0149760791153532
2 2 2 2 2 2 2 2 0 0 0 2 2 1 2 5 2 1 1 1 0 0 1 0 1 0 4 3.51555025637844e-09
2 2 2 2 2 2 2 2 0 1 0 4 2 2 1 2 3 1 1 1 1 0 0 1 0 1 5 3.65887357394439e-08
2 2 2 2 2 2 2 2 0 1 1 2 2 1 1 1 2 1 1 1 0 0 1 1 1 0 5 3.09835824137326e-06
2 2 2 2 2 2 2 2 0 1 2 2 2 2 2 2 2 1 1 0 0 0 0 0 0 0 1 0.0105929230275348
2 2 2 2 2 2 2 2 0 2 2 2 1 2 2 2 2 1 0 0 0 1 0 0 0 0 1 0.00954435471884746
2 2 2 2 2 2 2 2 0 2 2 2 2 1 2 2 2 2 0 0 0 0 1 0 0 0 1 0.0473047714083188
2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 4 1 0 0 0 0 0 0 0 1 1 0.00488382708196857
0 0 2 2 1 2 5 2 1 0 1 2 1 1 2 6 2 1 0 1 0 1 0 0 1 0 3 0.000225537229786719
0 0 2 2 1 2 5 2 1 1 2 4 0 1 2 4 2 1 1 1 1 1 0 0 1 0 5 3.6210925905908e-07
0 1 2 1 1 2 6 2 1 0 1 6 2 1 2 6 3 1 0 0 1 1 0 0 0 1 3 4.10812082568888e-07
0 1 2 1 1 2 6 2 1 1 0 4 2 0 2 4 2 1 1 1 1 1 1 0 1 0 6 4.04103755378232e-06
0 1 6 2 1 2 6 3 1 1 0 4 2 0 1 7 1 1 1 1 1 0 1 1 1 1 7 1.3483996720609e-07
0 1 6 2 1 2 6 3 1 1 1 4 2 1 2 8 4 1 1 0 1 0 0 0 1 1 4 0.00204812598435511
1 0 4 2 0 1 7 1 1 3 2 8 2 1 4 11 3 1 1 1 1 0 1 1 1 1 7 2.6079105703e-09
1 0 4 2 0 1 7 1 1 4 1 4 2 1 2 12 3 1 1 1 0 0 1 1 1 1 6 2.96314787215062e-05
1 0 4 2 0 2 4 2 1 1 1 2 2 1 1 8 2 1 0 1 1 0 1 1 1 0 5 2.8088790748331e-06
